,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.0,31512.021316055285,-38.04069173853505,0.0,-5.14683683890569,-0.004342957303273999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014784438308317535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,-5.005321270601058e-07,3.000184759082837e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.033849718021723e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.989337219900478e-24,-2.8441881455746026e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,-3.942609332762803,0.0,0.24156941378484853,0.007555315658063192,-0.00030804294382096167,2.0199685622064577e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.893018821611324e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8488369067367758e-22,-3.1662544921428e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,-44.214437022798045,0.0,0.0,0.8914250411120099,0.00028182714523396267,-1.3142419421264802e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.475820952606679e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.892932727617929e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,-72.7799733863909,0.0,0.0,0.0,0.000503286767249119,-2.2114995571014063e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.240356001017839e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.508904624349563e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,147.4721134126726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2814843602068065e-15,1.1943149122747696e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1.0089503398979112,23854.774176254123,570.3326890462056,0.0,0.0,0.10491510677260098,0.0054400651672906605,0.0,-0.6740813928345353,0.0,0.003124628347093748,0.0,1469.1681727282548,-6419111.363140723,4665278.938077876,-0.0007283790624261238,0.0,0.0,0.0,0.0,1137.6920609560614,-279405571.0028608,0.0,3.656392869667732e-18,-1.0710661345405758e-16,393112.8358875546,0.0,0.0,0.0,0.0,0.0,-316844.1769575295
8,-0.3106617046585603,25477.795290050468,131.89673301486133,47.34974280113818,2.2967895787326946,0.0,0.004751189862422141,0.0,0.0,0.0,-0.00018244420834435452,0.0,0.0,2310641.923261472,-2378901.007756805,0.00027441631754656216,0.0,0.0,0.0,0.0,0.0,20261943.94866254,-18974213.655249514,-7.739865906045316e-19,3.658870168596278e-16,-152749.79826850595,0.0,0.0,0.0,0.0,0.0,291286.91859680286
9,-0.0007041110746884607,-173.57858020593363,17.589315639231337,0.9089178583848387,0.2135174985785173,0.0,0.0,0.0,0.0,0.0,0.999966466635253,0.0,0.0,-980.6555103971565,0.0,-1.1560733407792859e-06,0.0,0.0005856211804370979,-0.00040295383539809635,-0.00292211804284229,0.07967420418685087,65276.16110804171,0.0,5.117632833454847e-21,-3.9100477828496805e-18,-1994.95262421024,0.004206809655334517,0.0,0.0,0.0,9.592506930711789,0.0
